Time,Date,Plot
14:11:00,7/19/24,2
14:11:00,7/19/24,108
14:11:00,7/19/24,36
14:11:01,7/19/24,-68
14:11:01,7/19/24,101
14:11:01,7/19/24,75
14:11:01,7/19/24,148
14:11:01,7/19/24,82
14:11:02,7/19/24,48
14:11:02,7/19/24,113
14:11:02,7/19/24,53
14:11:02,7/19/24,-6
14:11:02,7/19/24,39
14:11:03,7/19/24,51
14:11:03,7/19/24,116
14:11:03,7/19/24,16
14:11:03,7/19/24,-3
14:11:03,7/19/24,57
14:11:04,7/19/24,33
14:11:04,7/19/24,61
14:11:04,7/19/24,33
14:11:04,7/19/24,17
14:11:04,7/19/24,-79
14:11:05,7/19/24,50
14:11:05,7/19/24,35
14:11:05,7/19/24,21
14:11:05,7/19/24,-18
14:11:05,7/19/24,45
14:11:06,7/19/24,-21
14:11:06,7/19/24,61
14:11:06,7/19/24,100
14:11:06,7/19/24,-17
14:11:06,7/19/24,75
14:11:07,7/19/24,41
14:11:07,7/19/24,117
14:11:07,7/19/24,30
14:11:07,7/19/24,14
14:11:07,7/19/24,50
14:11:08,7/19/24,15
14:11:08,7/19/24,50
14:11:08,7/19/24,-27
14:11:08,7/19/24,5
14:11:08,7/19/24,41
14:11:09,7/19/24,17
14:11:09,7/19/24,23
14:11:09,7/19/24,61
14:11:09,7/19/24,25
14:11:09,7/19/24,11
14:11:10,7/19/24,-71
14:11:10,7/19/24,80
14:11:10,7/19/24,23
14:11:10,7/19/24,2
14:11:10,7/19/24,-63
14:11:11,7/19/24,-13
14:11:11,7/19/24,71
14:11:11,7/19/24,63
14:11:11,7/19/24,61
14:11:11,7/19/24,-27
14:11:12,7/19/24,5
14:11:12,7/19/24,-2
14:11:12,7/19/24,30
14:11:12,7/19/24,135
14:11:12,7/19/24,76
14:11:13,7/19/24,73
14:11:13,7/19/24,-11
14:11:13,7/19/24,91
14:11:13,7/19/24,27
14:11:13,7/19/24,50
14:11:14,7/19/24,19
14:11:14,7/19/24,57
14:11:14,7/19/24,52
14:11:14,7/19/24,-17
14:11:14,7/19/24,35
14:11:15,7/19/24,140
14:11:15,7/19/24,28
14:11:15,7/19/24,41
14:11:15,7/19/24,-34
14:11:15,7/19/24,142
14:11:16,7/19/24,28
14:11:16,7/19/24,-38
14:11:16,7/19/24,90
14:11:16,7/19/24,170
14:11:16,7/19/24,197
14:11:17,7/19/24,100
14:11:17,7/19/24,-8
14:11:17,7/19/24,27
14:11:17,7/19/24,44
14:11:17,7/19/24,-96
14:11:18,7/19/24,74
14:11:18,7/19/24,37
14:11:18,7/19/24,-18
14:11:18,7/19/24,48
14:11:18,7/19/24,36
14:11:19,7/19/24,26
14:11:19,7/19/24,44
14:11:19,7/19/24,76
14:11:19,7/19/24,61
14:11:19,7/19/24,-17
14:11:20,7/19/24,-37
14:11:20,7/19/24,-58
14:11:20,7/19/24,57
14:11:20,7/19/24,35
14:11:20,7/19/24,-23
14:11:21,7/19/24,8
14:11:21,7/19/24,99
14:11:21,7/19/24,72
14:11:21,7/19/24,41
14:11:21,7/19/24,-2
14:11:22,7/19/24,20
14:11:22,7/19/24,-26
14:11:22,7/19/24,34
14:11:22,7/19/24,56
14:11:22,7/19/24,88
14:11:23,7/19/24,15
14:11:23,7/19/24,43
14:11:23,7/19/24,-48
14:11:23,7/19/24,85
14:11:23,7/19/24,2
14:11:24,7/19/24,33
14:11:24,7/19/24,63
14:11:24,7/19/24,1
14:11:24,7/19/24,40
14:11:24,7/19/24,-1
14:11:25,7/19/24,34
14:11:25,7/19/24,-2
14:11:25,7/19/24,51
14:11:25,7/19/24,23
14:11:25,7/19/24,13
14:11:26,7/19/24,82
14:11:26,7/19/24,4
14:11:26,7/19/24,-31
14:11:26,7/19/24,51
14:11:26,7/19/24,68
14:11:27,7/19/24,7
14:11:27,7/19/24,83
14:11:27,7/19/24,-25
14:11:27,7/19/24,62
14:11:27,7/19/24,77
14:11:28,7/19/24,-38
14:11:28,7/19/24,-2
14:11:28,7/19/24,-2
14:11:28,7/19/24,17
14:11:28,7/19/24,2
14:11:29,7/19/24,18
14:11:29,7/19/24,53
14:11:29,7/19/24,-9
14:11:29,7/19/24,37
14:11:29,7/19/24,-19
14:11:30,7/19/24,28
14:11:30,7/19/24,-3
14:11:30,7/19/24,-19
14:11:30,7/19/24,87
14:11:30,7/19/24,-15
14:11:31,7/19/24,63
14:11:31,7/19/24,30
14:11:31,7/19/24,-29
14:11:31,7/19/24,37
14:11:31,7/19/24,66
14:11:32,7/19/24,-4
14:11:32,7/19/24,26
14:11:32,7/19/24,-60
14:11:32,7/19/24,-15
14:11:32,7/19/24,120
14:11:33,7/19/24,-62
14:11:33,7/19/24,-14
14:11:33,7/19/24,14
14:11:33,7/19/24,-29
14:11:33,7/19/24,-17
14:11:34,7/19/24,34
14:11:34,7/19/24,3
14:11:34,7/19/24,18
14:11:34,7/19/24,50
14:11:34,7/19/24,100
14:11:35,7/19/24,44
14:11:35,7/19/24,-17
14:11:35,7/19/24,66
14:11:35,7/19/24,-63
14:11:35,7/19/24,10
14:11:36,7/19/24,-6
14:11:36,7/19/24,65
14:11:36,7/19/24,5
14:11:36,7/19/24,-41
14:11:36,7/19/24,111
14:11:37,7/19/24,88
14:11:37,7/19/24,38
14:11:37,7/19/24,-35
14:11:37,7/19/24,18
14:11:37,7/19/24,52
14:11:38,7/19/24,2
14:11:38,7/19/24,6
14:11:38,7/19/24,15
14:11:38,7/19/24,54
14:11:38,7/19/24,45
14:11:39,7/19/24,46
14:11:39,7/19/24,-11
14:11:39,7/19/24,22
14:11:39,7/19/24,30
14:11:39,7/19/24,42
14:11:40,7/19/24,9
14:11:40,7/19/24,10
14:11:40,7/19/24,43
14:11:40,7/19/24,20
14:11:40,7/19/24,10
14:11:41,7/19/24,23
14:11:41,7/19/24,41
14:11:41,7/19/24,84
14:11:41,7/19/24,69
14:11:41,7/19/24,-20
14:11:42,7/19/24,57
14:11:42,7/19/24,29
14:11:42,7/19/24,5
14:11:42,7/19/24,100
14:11:42,7/19/24,-25
14:11:43,7/19/24,10
14:11:43,7/19/24,-9
14:11:43,7/19/24,63
14:11:43,7/19/24,82
14:11:43,7/19/24,39
14:11:44,7/19/24,5
14:11:44,7/19/24,85
14:11:44,7/19/24,8
14:11:44,7/19/24,-27
14:11:44,7/19/24,20
14:11:45,7/19/24,118
14:11:45,7/19/24,5
14:11:45,7/19/24,100
14:11:45,7/19/24,87
14:11:45,7/19/24,35
14:11:46,7/19/24,8
14:11:46,7/19/24,-68
14:11:46,7/19/24,60
14:11:46,7/19/24,95
14:11:46,7/19/24,-13
14:11:47,7/19/24,56
14:11:47,7/19/24,0
14:11:47,7/19/24,70
14:11:47,7/19/24,-44
14:11:47,7/19/24,-116
14:11:48,7/19/24,66
14:11:48,7/19/24,59
14:11:48,7/19/24,26
14:11:48,7/19/24,-24
14:11:48,7/19/24,-6
14:11:49,7/19/24,46
14:11:49,7/19/24,99
14:11:49,7/19/24,9
14:11:49,7/19/24,-54
14:11:49,7/19/24,10
14:11:50,7/19/24,118
14:11:50,7/19/24,86
14:11:50,7/19/24,12
14:11:50,7/19/24,36
14:11:50,7/19/24,51
14:11:51,7/19/24,9
14:11:51,7/19/24,35
14:11:51,7/19/24,-6
14:11:51,7/19/24,85
14:11:51,7/19/24,75
14:11:52,7/19/24,35
14:11:52,7/19/24,72
14:11:52,7/19/24,26
14:11:52,7/19/24,91
14:11:52,7/19/24,31
14:11:53,7/19/24,63
14:11:53,7/19/24,-36
14:11:53,7/19/24,163
14:11:53,7/19/24,52
14:11:53,7/19/24,19
14:11:54,7/19/24,69
14:11:54,7/19/24,-45
14:11:54,7/19/24,105
14:11:54,7/19/24,107
14:11:54,7/19/24,51
14:11:55,7/19/24,0
14:11:55,7/19/24,-39
14:11:55,7/19/24,60
14:11:55,7/19/24,25
14:11:55,7/19/24,-36
14:11:56,7/19/24,15
14:11:56,7/19/24,83
14:11:56,7/19/24,12
14:11:56,7/19/24,5
14:11:56,7/19/24,-5
14:11:57,7/19/24,-46
14:11:57,7/19/24,37
14:11:57,7/19/24,85
14:11:57,7/19/24,71
14:11:57,7/19/24,53
14:11:58,7/19/24,208
14:11:58,7/19/24,-9
14:11:58,7/19/24,129
14:11:58,7/19/24,10
14:11:58,7/19/24,13
14:11:59,7/19/24,36
14:11:59,7/19/24,25
14:11:59,7/19/24,130
14:11:59,7/19/24,44
14:11:59,7/19/24,-53
14:12:00,7/19/24,26
14:12:00,7/19/24,40
14:12:00,7/19/24,39
14:12:00,7/19/24,-9
14:12:00,7/19/24,-6
14:12:01,7/19/24,25
14:12:01,7/19/24,86
14:12:01,7/19/24,110
14:12:01,7/19/24,101
14:12:01,7/19/24,40
14:12:02,7/19/24,37
14:12:02,7/19/24,11
14:12:02,7/19/24,47
14:12:02,7/19/24,-2
14:12:02,7/19/24,8
14:12:03,7/19/24,81
14:12:03,7/19/24,39
14:12:03,7/19/24,60
14:12:03,7/19/24,0
14:12:03,7/19/24,-11
14:12:04,7/19/24,-47
14:12:04,7/19/24,100
14:12:04,7/19/24,34
14:12:04,7/19/24,-46
14:12:04,7/19/24,104
14:12:05,7/19/24,49
14:12:05,7/19/24,-4
14:12:05,7/19/24,8
14:12:05,7/19/24,20
14:12:05,7/19/24,54
14:12:06,7/19/24,-33
14:12:06,7/19/24,25
14:12:06,7/19/24,18
14:12:06,7/19/24,34
14:12:06,7/19/24,48
14:12:07,7/19/24,37
14:12:07,7/19/24,5
14:12:07,7/19/24,73
14:12:07,7/19/24,-19
14:12:07,7/19/24,-3
14:12:08,7/19/24,66
14:12:08,7/19/24,130
14:12:08,7/19/24,-28
14:12:08,7/19/24,20
14:12:08,7/19/24,-17
14:12:09,7/19/24,-41
14:12:09,7/19/24,6
14:12:09,7/19/24,65
14:12:09,7/19/24,1
14:12:09,7/19/24,35
14:12:10,7/19/24,106
14:12:10,7/19/24,100
14:12:10,7/19/24,81
14:12:10,7/19/24,35
14:12:10,7/19/24,12
14:12:11,7/19/24,101
14:12:11,7/19/24,-26
14:12:11,7/19/24,115
14:12:11,7/19/24,63
14:12:11,7/19/24,89
14:12:12,7/19/24,-3
14:12:12,7/19/24,42
14:12:12,7/19/24,100
14:12:12,7/19/24,151
14:12:12,7/19/24,68
14:12:13,7/19/24,70
14:12:13,7/19/24,72
14:12:13,7/19/24,-40
14:12:13,7/19/24,-19
14:12:13,7/19/24,-29
14:12:14,7/19/24,82
14:12:14,7/19/24,35
14:12:14,7/19/24,111
14:12:14,7/19/24,31
14:12:14,7/19/24,7
14:12:15,7/19/24,50
14:12:15,7/19/24,66
14:12:15,7/19/24,40
14:12:15,7/19/24,40
14:12:15,7/19/24,55
14:12:16,7/19/24,71
14:12:16,7/19/24,33
14:12:16,7/19/24,49
14:12:16,7/19/24,-119
14:12:16,7/19/24,-66
14:12:17,7/19/24,-33
14:12:17,7/19/24,79
14:12:17,7/19/24,21
14:12:17,7/19/24,-24
14:12:17,7/19/24,-26
14:12:18,7/19/24,36
14:12:18,7/19/24,116
14:12:18,7/19/24,-11
14:12:18,7/19/24,-54
14:12:18,7/19/24,20
14:12:19,7/19/24,-15
14:12:19,7/19/24,25
14:12:19,7/19/24,-4
14:12:19,7/19/24,23
14:12:19,7/19/24,-9
14:12:20,7/19/24,70
14:12:20,7/19/24,-26
14:12:20,7/19/24,115
14:12:20,7/19/24,68
14:12:20,7/19/24,81
14:12:21,7/19/24,41
14:12:21,7/19/24,-68
14:12:21,7/19/24,-8
14:12:21,7/19/24,76
14:12:21,7/19/24,50
14:12:22,7/19/24,75
14:12:22,7/19/24,27
14:12:22,7/19/24,1
14:12:22,7/19/24,30
14:12:22,7/19/24,84
14:12:23,7/19/24,10
14:12:23,7/19/24,-55
14:12:23,7/19/24,20
14:12:23,7/19/24,35
14:12:23,7/19/24,-38
14:12:24,7/19/24,20
14:12:24,7/19/24,-50
14:12:24,7/19/24,3
14:12:24,7/19/24,43
14:12:24,7/19/24,49
14:12:25,7/19/24,50
14:12:25,7/19/24,44
14:12:25,7/19/24,0
14:12:25,7/19/24,28
14:12:25,7/19/24,55
14:12:26,7/19/24,54
14:12:26,7/19/24,26
14:12:26,7/19/24,-20
14:12:26,7/19/24,-23
14:12:26,7/19/24,81
14:12:27,7/19/24,19
14:12:27,7/19/24,-3
14:12:27,7/19/24,28
14:12:27,7/19/24,-27
14:12:27,7/19/24,-73
14:12:28,7/19/24,56
14:12:28,7/19/24,30
14:12:28,7/19/24,78
14:12:28,7/19/24,60
14:12:28,7/19/24,-57
14:12:29,7/19/24,89
14:12:29,7/19/24,-51
14:12:29,7/19/24,15
14:12:29,7/19/24,100
14:12:29,7/19/24,56
14:12:30,7/19/24,14
14:12:30,7/19/24,112
14:12:30,7/19/24,23
14:12:30,7/19/24,9
14:12:30,7/19/24,0
14:12:31,7/19/24,5
14:12:31,7/19/24,-28
14:12:31,7/19/24,-9
14:12:31,7/19/24,-7
14:12:31,7/19/24,-25
14:12:32,7/19/24,5
14:12:32,7/19/24,-15
14:12:32,7/19/24,16
14:12:32,7/19/24,-20
14:12:32,7/19/24,58
14:12:33,7/19/24,50
14:12:33,7/19/24,21
14:12:33,7/19/24,145
14:12:33,7/19/24,-42
14:12:33,7/19/24,-28
14:12:34,7/19/24,-73
14:12:34,7/19/24,21
14:12:34,7/19/24,-9
14:12:34,7/19/24,63
14:12:34,7/19/24,65
14:12:35,7/19/24,-3
14:12:35,7/19/24,-21
14:12:35,7/19/24,30
14:12:35,7/19/24,50
14:12:35,7/19/24,-42
14:12:36,7/19/24,23
14:12:36,7/19/24,-48
14:12:36,7/19/24,-7
14:12:36,7/19/24,35
14:12:36,7/19/24,38
14:12:37,7/19/24,-43
14:12:37,7/19/24,116
14:12:37,7/19/24,24
14:12:37,7/19/24,-31
14:12:37,7/19/24,124
14:12:38,7/19/24,27
14:12:38,7/19/24,59
14:12:38,7/19/24,-9
14:12:38,7/19/24,11
14:12:38,7/19/24,96
14:12:39,7/19/24,31
14:12:39,7/19/24,40
14:12:39,7/19/24,-48
14:12:39,7/19/24,-3
14:12:39,7/19/24,-28
14:12:40,7/19/24,13
14:12:40,7/19/24,-24
14:12:40,7/19/24,-9
14:12:40,7/19/24,35
14:12:40,7/19/24,57
14:12:41,7/19/24,123
14:12:41,7/19/24,29
14:12:41,7/19/24,27
14:12:41,7/19/24,70
14:12:41,7/19/24,26
14:12:42,7/19/24,-14
14:12:42,7/19/24,53
14:12:42,7/19/24,57
14:12:42,7/19/24,98
14:12:42,7/19/24,32
14:12:43,7/19/24,2
14:12:43,7/19/24,16
14:12:43,7/19/24,49
14:12:43,7/19/24,-10
14:12:43,7/19/24,50
14:12:44,7/19/24,-26
14:12:44,7/19/24,-14
14:12:44,7/19/24,-12
14:12:44,7/19/24,71
14:12:44,7/19/24,33
14:12:45,7/19/24,48
14:12:45,7/19/24,20
14:12:45,7/19/24,-46
14:12:45,7/19/24,10
14:12:45,7/19/24,-19
14:12:46,7/19/24,60
14:12:46,7/19/24,-7
14:12:46,7/19/24,8
14:12:46,7/19/24,45
14:12:46,7/19/24,50
14:12:47,7/19/24,-65
14:12:47,7/19/24,54
14:12:47,7/19/24,-1
14:12:47,7/19/24,-31
14:12:47,7/19/24,-2
14:12:48,7/19/24,23
14:12:48,7/19/24,20
14:12:48,7/19/24,34
14:12:48,7/19/24,29
14:12:48,7/19/24,69
14:12:49,7/19/24,-1
14:12:49,7/19/24,87
14:12:49,7/19/24,82
14:12:49,7/19/24,56
14:12:49,7/19/24,17
14:12:50,7/19/24,-11
14:12:50,7/19/24,18
14:12:50,7/19/24,137
14:12:50,7/19/24,74
14:12:50,7/19/24,45
14:12:51,7/19/24,80
14:12:51,7/19/24,64
14:12:51,7/19/24,7
14:12:51,7/19/24,-16
14:12:51,7/19/24,31
14:12:52,7/19/24,107
14:12:52,7/19/24,69
14:12:52,7/19/24,3
14:12:52,7/19/24,-8
14:12:52,7/19/24,20
14:12:53,7/19/24,11
14:12:53,7/19/24,-14
14:12:53,7/19/24,-21
14:12:53,7/19/24,54
14:12:53,7/19/24,12
14:12:54,7/19/24,79
14:12:54,7/19/24,56
14:12:54,7/19/24,68
14:12:54,7/19/24,-6
14:12:54,7/19/24,25
14:12:55,7/19/24,12
14:12:55,7/19/24,45
14:12:55,7/19/24,-21
14:12:55,7/19/24,-2
14:12:55,7/19/24,6
14:12:56,7/19/24,9
14:12:56,7/19/24,76
14:12:56,7/19/24,7
14:12:56,7/19/24,25
14:12:56,7/19/24,-2
14:12:57,7/19/24,3
14:12:57,7/19/24,65
14:12:57,7/19/24,12
14:12:57,7/19/24,6
14:12:57,7/19/24,25
14:12:58,7/19/24,75
14:12:58,7/19/24,61
14:12:58,7/19/24,62
14:12:58,7/19/24,-24
14:12:58,7/19/24,24
14:12:59,7/19/24,10
14:12:59,7/19/24,68
14:12:59,7/19/24,-63
14:12:59,7/19/24,-6
14:12:59,7/19/24,-20
14:13:00,7/19/24,24
14:13:00,7/19/24,1
14:13:00,7/19/24,82
14:13:00,7/19/24,86
14:13:00,7/19/24,78
14:13:01,7/19/24,81
14:13:01,7/19/24,36
14:13:01,7/19/24,49
14:13:01,7/19/24,73
14:13:01,7/19/24,31
14:13:02,7/19/24,4
14:13:02,7/19/24,-49
14:13:02,7/19/24,-31
14:13:02,7/19/24,77
14:13:02,7/19/24,-14
14:13:03,7/19/24,-58
14:13:03,7/19/24,24
14:13:03,7/19/24,30
14:13:03,7/19/24,78
14:13:03,7/19/24,23
14:13:04,7/19/24,-9
14:13:04,7/19/24,-13
14:13:04,7/19/24,-37
14:13:04,7/19/24,50
14:13:04,7/19/24,77
14:13:05,7/19/24,100
14:13:05,7/19/24,79
14:13:05,7/19/24,112
14:13:05,7/19/24,50
14:13:05,7/19/24,-13
14:13:06,7/19/24,117
14:13:06,7/19/24,115
14:13:06,7/19/24,50
14:13:06,7/19/24,4
14:13:06,7/19/24,80
14:13:07,7/19/24,42
14:13:07,7/19/24,5
14:13:07,7/19/24,32
14:13:07,7/19/24,64
14:13:07,7/19/24,-12
14:13:08,7/19/24,24
14:13:08,7/19/24,8
14:13:08,7/19/24,20
14:13:08,7/19/24,39
14:13:08,7/19/24,-15
14:13:09,7/19/24,53
14:13:09,7/19/24,40
14:13:09,7/19/24,21
14:13:09,7/19/24,86
14:13:09,7/19/24,34
14:13:10,7/19/24,19
14:13:10,7/19/24,65
14:13:10,7/19/24,20
14:13:10,7/19/24,7
14:13:10,7/19/24,87
14:13:11,7/19/24,47
14:13:11,7/19/24,49
14:13:11,7/19/24,41
14:13:11,7/19/24,-29
14:13:11,7/19/24,-8
14:13:12,7/19/24,-32
14:13:12,7/19/24,-8
14:13:12,7/19/24,-14
14:13:12,7/19/24,-16
14:13:12,7/19/24,-86
14:13:13,7/19/24,-45
14:13:13,7/19/24,-4
14:13:13,7/19/24,-8
14:13:13,7/19/24,69
14:13:13,7/19/24,112
14:13:14,7/19/24,-28
14:13:14,7/19/24,17
14:13:14,7/19/24,11
14:13:14,7/19/24,11
14:13:14,7/19/24,8
14:13:15,7/19/24,50
14:13:15,7/19/24,110
14:13:15,7/19/24,42
14:13:15,7/19/24,10
14:13:15,7/19/24,58
14:13:16,7/19/24,10
14:13:16,7/19/24,90
14:13:16,7/19/24,-4
14:13:16,7/19/24,50
14:13:16,7/19/24,1
14:13:17,7/19/24,7
14:13:17,7/19/24,25
14:13:17,7/19/24,-18
14:13:17,7/19/24,-33
14:13:17,7/19/24,30
14:13:18,7/19/24,-35
14:13:18,7/19/24,-40
14:13:18,7/19/24,110
14:13:18,7/19/24,25
14:13:18,7/19/24,82
14:13:19,7/19/24,51
14:13:19,7/19/24,-10
14:13:19,7/19/24,48
14:13:19,7/19/24,28
14:13:19,7/19/24,28
14:13:20,7/19/24,50
14:13:20,7/19/24,25
14:13:20,7/19/24,95
14:13:20,7/19/24,-8
14:13:20,7/19/24,80
14:13:21,7/19/24,26
14:13:21,7/19/24,120
14:13:21,7/19/24,74
14:13:21,7/19/24,23
14:13:21,7/19/24,-14
14:13:22,7/19/24,22
14:13:22,7/19/24,49
14:13:22,7/19/24,-15
14:13:22,7/19/24,73
14:13:22,7/19/24,92
14:13:23,7/19/24,53
14:13:23,7/19/24,65
14:13:23,7/19/24,66
14:13:23,7/19/24,97
14:13:23,7/19/24,25
14:13:24,7/19/24,52
14:13:24,7/19/24,107
14:13:24,7/19/24,-30
14:13:24,7/19/24,19
14:13:24,7/19/24,35
14:13:25,7/19/24,35
14:13:25,7/19/24,9
14:13:25,7/19/24,-45
14:13:25,7/19/24,-3
14:13:25,7/19/24,33
14:13:26,7/19/24,50
14:13:26,7/19/24,-12
14:13:26,7/19/24,-70
14:13:26,7/19/24,8
14:13:26,7/19/24,29
14:13:27,7/19/24,31
14:13:27,7/19/24,-105
14:13:27,7/19/24,-72
14:13:27,7/19/24,86
14:13:27,7/19/24,34
14:13:28,7/19/24,36
14:13:28,7/19/24,-48
14:13:28,7/19/24,-34
14:13:28,7/19/24,12
14:13:28,7/19/24,47
14:13:29,7/19/24,-1
14:13:29,7/19/24,-29
14:13:29,7/19/24,-43
14:13:29,7/19/24,4
14:13:29,7/19/24,-25
14:13:30,7/19/24,11
14:13:30,7/19/24,39
14:13:30,7/19/24,39
14:13:30,7/19/24,95
14:13:30,7/19/24,18
14:13:31,7/19/24,30
14:13:31,7/19/24,95
14:13:31,7/19/24,-23
14:13:31,7/19/24,85
14:13:31,7/19/24,28
14:13:32,7/19/24,5
14:13:32,7/19/24,46
14:13:32,7/19/24,-40
14:13:32,7/19/24,51
14:13:32,7/19/24,65
14:13:33,7/19/24,68
14:13:33,7/19/24,63
14:13:33,7/19/24,3
14:13:33,7/19/24,-35
14:13:33,7/19/24,99
14:13:34,7/19/24,84
14:13:34,7/19/24,14
14:13:34,7/19/24,16
14:13:34,7/19/24,53
14:13:34,7/19/24,19
14:13:35,7/19/24,-2
14:13:35,7/19/24,79
14:13:35,7/19/24,-2
14:13:35,7/19/24,55
14:13:35,7/19/24,62
14:13:36,7/19/24,44
14:13:36,7/19/24,47
14:13:36,7/19/24,70
14:13:36,7/19/24,88
14:13:36,7/19/24,125
14:13:37,7/19/24,34
14:13:37,7/19/24,-41
14:13:37,7/19/24,19
14:13:37,7/19/24,90
14:13:37,7/19/24,-44
14:13:38,7/19/24,74
14:13:38,7/19/24,-3
14:13:38,7/19/24,-15
14:13:38,7/19/24,-2
14:13:38,7/19/24,75
14:13:39,7/19/24,10
14:13:39,7/19/24,81
14:13:39,7/19/24,98
14:13:39,7/19/24,30
14:13:39,7/19/24,37
14:13:40,7/19/24,21
14:13:40,7/19/24,-109
14:13:40,7/19/24,159
14:13:40,7/19/24,99
14:13:40,7/19/24,47
14:13:41,7/19/24,90
14:13:41,7/19/24,149
14:13:41,7/19/24,27
14:13:41,7/19/24,17
14:13:41,7/19/24,-1
14:13:42,7/19/24,-27
14:13:42,7/19/24,21
14:13:42,7/19/24,39
14:13:42,7/19/24,106
14:13:42,7/19/24,52
14:13:43,7/19/24,38
14:13:43,7/19/24,-26
14:13:43,7/19/24,105
14:13:43,7/19/24,49
14:13:43,7/19/24,23
14:13:44,7/19/24,50
14:13:44,7/19/24,6
14:13:44,7/19/24,-17
14:13:44,7/19/24,47
14:13:44,7/19/24,5
14:13:45,7/19/24,36
14:13:45,7/19/24,30
14:13:45,7/19/24,69
14:13:45,7/19/24,-35
14:13:45,7/19/24,53
14:13:46,7/19/24,82
14:13:46,7/19/24,37
14:13:46,7/19/24,15
14:13:46,7/19/24,43
14:13:46,7/19/24,-7
14:13:47,7/19/24,51
14:13:47,7/19/24,46
14:13:47,7/19/24,-52
14:13:47,7/19/24,78
14:13:47,7/19/24,-54
14:13:48,7/19/24,33
14:13:48,7/19/24,34
14:13:48,7/19/24,65
14:13:48,7/19/24,80
14:13:48,7/19/24,-11
14:13:49,7/19/24,49
14:13:49,7/19/24,72
14:13:49,7/19/24,25
14:13:49,7/19/24,102
14:13:49,7/19/24,76
14:13:50,7/19/24,80
14:13:50,7/19/24,19
14:13:50,7/19/24,-47
14:13:50,7/19/24,59
14:13:50,7/19/24,30
14:13:51,7/19/24,-13
14:13:51,7/19/24,46
14:13:51,7/19/24,60
14:13:51,7/19/24,30
14:13:51,7/19/24,43
14:13:52,7/19/24,67
14:13:52,7/19/24,-5
14:13:52,7/19/24,79
14:13:52,7/19/24,100
14:13:52,7/19/24,45
14:13:53,7/19/24,56
14:13:53,7/19/24,70
14:13:53,7/19/24,57
14:13:53,7/19/24,1
14:13:53,7/19/24,64
14:13:54,7/19/24,-12
14:13:54,7/19/24,112
14:13:54,7/19/24,47
14:13:54,7/19/24,-14
14:13:54,7/19/24,-27
14:13:55,7/19/24,11
14:13:55,7/19/24,-48
14:13:55,7/19/24,50
14:13:55,7/19/24,9
14:13:55,7/19/24,36
14:13:56,7/19/24,8
14:13:56,7/19/24,-116
14:13:56,7/19/24,2
14:13:56,7/19/24,51
14:13:56,7/19/24,51
14:13:57,7/19/24,42
14:13:57,7/19/24,-37
14:13:57,7/19/24,-12
14:13:57,7/19/24,-104
14:13:57,7/19/24,-36
14:13:58,7/19/24,-15
14:13:58,7/19/24,-36
14:13:58,7/19/24,40
14:13:58,7/19/24,-1
14:13:58,7/19/24,16
14:13:59,7/19/24,0
14:13:59,7/19/24,45
14:13:59,7/19/24,15
14:13:59,7/19/24,42
14:13:59,7/19/24,-13
14:14:00,7/19/24,108
14:14:00,7/19/24,142
14:14:00,7/19/24,100
14:14:00,7/19/24,-19
14:14:00,7/19/24,23
14:14:01,7/19/24,-8
14:14:01,7/19/24,25
14:14:01,7/19/24,69
14:14:01,7/19/24,68
14:14:01,7/19/24,45
14:14:02,7/19/24,17
14:14:02,7/19/24,-31
14:14:02,7/19/24,156
14:14:02,7/19/24,45
14:14:02,7/19/24,-20
14:14:03,7/19/24,63
14:14:03,7/19/24,20
14:14:03,7/19/24,33
14:14:03,7/19/24,-50
14:14:03,7/19/24,100
14:14:04,7/19/24,-26
14:14:04,7/19/24,20
14:14:04,7/19/24,27
14:14:04,7/19/24,77
14:14:04,7/19/24,31
14:14:05,7/19/24,11
14:14:05,7/19/24,31
14:14:05,7/19/24,70
14:14:05,7/19/24,24
14:14:05,7/19/24,53
14:14:06,7/19/24,-33
14:14:06,7/19/24,72
14:14:06,7/19/24,113
14:14:06,7/19/24,52
14:14:06,7/19/24,-2
14:14:07,7/19/24,52
14:14:07,7/19/24,38
14:14:07,7/19/24,54
14:14:07,7/19/24,83
14:14:07,7/19/24,58
14:14:08,7/19/24,85
14:14:08,7/19/24,69
14:14:08,7/19/24,-9
14:14:08,7/19/24,-228
14:14:08,7/19/24,95
14:14:09,7/19/24,-79
14:14:09,7/19/24,112
14:14:09,7/19/24,95
14:14:09,7/19/24,-200
14:14:09,7/19/24,108
14:14:10,7/19/24,-3
14:14:10,7/19/24,-84
14:14:10,7/19/24,31
14:14:10,7/19/24,6
14:14:10,7/19/24,6
14:14:11,7/19/24,80
14:14:11,7/19/24,25
14:14:11,7/19/24,-8
14:14:11,7/19/24,-5
14:14:11,7/19/24,72
14:14:12,7/19/24,80
14:14:12,7/19/24,45
14:14:12,7/19/24,13
14:14:12,7/19/24,4
14:14:12,7/19/24,40
14:14:13,7/19/24,17
14:14:13,7/19/24,86
14:14:13,7/19/24,71
14:14:13,7/19/24,-53
14:14:13,7/19/24,-8
14:14:14,7/19/24,-33
14:14:14,7/19/24,52
14:14:14,7/19/24,26
14:14:14,7/19/24,71
14:14:14,7/19/24,-35
14:14:15,7/19/24,60
14:14:15,7/19/24,40
14:14:15,7/19/24,-69
14:14:15,7/19/24,31
14:14:15,7/19/24,98
14:14:16,7/19/24,3
14:14:16,7/19/24,47
